자재명,단위,현재단가,공시일자,자재분류,품목분류,부가세여부,시황성자재
"와이어로프, 철심, 비도금, Φ28×6×37mm",m,10440.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ25×6×37mm",m,8310.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"백관 (SPP), D65, 반제품",m,9730.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"와이어로프, 철심, 비도금, Φ24×6×37mm",m,7680.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ22×6×37mm",m,6440.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ20×6×37mm",m,5320.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ19×6×37mm",m,5010.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ18×6×37mm",m,4510.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ16×6×37mm",m,3700.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ14×6×37mm",m,3000.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ13×6×37mm",m,2700.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ12×6×37mm",m,2480.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ11×6×37mm",m,2370.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ10×6×37mm",m,2000.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"흑관 (SPP), D100, 반제품",m,14480.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D80, 반제품",m,10090.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D65, 반제품",m,7770.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"흑관 (SPP), D50, 반제품",m,6070.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"백관 (SPP), D100, 반제품",m,18170.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"백관 (SPP), D125, 반제품",m,24050.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"백관 (SPP), D150, 반제품",m,28600.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"백관 (SPP), D200, 반제품",m,45290.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"철선, 강섬유, 숏크리트용, Φ0.5mm",KG,1450.0,2026-04-20 00:00:00,시설공통자재(토목),강섬유(숏크리트용),부가가치세별도,True
"철선, 강섬유, 숏크리트용, Φ0.7mm",KG,1450.0,2026-04-20 00:00:00,시설공통자재(토목),강섬유(숏크리트용),부가가치세별도,True
"백관 (SPP), D250, 반제품",m,64320.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"백관 (SPP), D300, 반제품",m,83990.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"백관 (SPP), D350, 반제품",m,101860.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"백관 (SPP), D400, 반제품",m,121270.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"백관 (SPP), D450, 반제품",m,159740.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"백관 (SPP), D500, 반제품",m,177780.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"PC강연선, Unbonded-PC, 7연선, Φ15.2mm",TON,1785.0,2026-04-20 00:00:00,시설공통자재(토목),UNBONDED PC강연선,부가가치세별도,True
"PC강연선, 7연선, Φ15.2mm",TON,1611.0,2026-04-20 00:00:00,시설공통자재(토목),PC강연선,부가가치세별도,True
"PC강연선, 7연선, Φ12.7mm",TON,1611.0,2026-04-20 00:00:00,시설공통자재(토목),PC강연선,부가가치세별도,True
"PC강연선, Unbonded-PC, 7연선, Φ12.7mm",TON,1785.0,2026-04-20 00:00:00,시설공통자재(토목),UNBONDED PC강연선,부가가치세별도,True
"백관 (SPP), D550, 반제품",m,200250.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"백관 (SPP), D600, 반제품",m,218710.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D15, 반제품",m,1460.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D20, 반제품",m,1900.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D25, 반제품",m,2910.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D32, 반제품",m,3730.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D40, 반제품",m,4320.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"와이어로프, 철심, 비도금, Φ9×6×37mm",m,1840.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ8×6×37mm",m,1540.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ6×6×37mm",m,1140.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"흑관 (SPP), D150, 반제품",m,22800.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"흑관 (SPP), D200, 반제품",m,36090.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D250, 반제품",m,51770.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D300, 반제품",m,67580.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D350, 반제품",m,81980.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D400, 반제품",m,97600.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D450, 반제품",m,130090.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D500, 반제품",m,144800.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D550, 반제품",m,163920.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (SPP), D600, 반제품",m,173090.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"흑관 (S#40), D15",m,1720.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,True
"흑관 (S#40), D20",m,2290.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#40), D25",m,3380.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#40), D32",m,4570.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#40), D40",m,5400.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,True
"흑관 (S#40), D50",m,7130.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#40), D65",m,12010.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#40), D80",m,14930.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,True
"흑관 (S#40), D100",m,21100.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,True
"흑관 (S#40), D125",m,28550.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,True
"흑관 (S#40), D150",m,36460.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#40), D200",m,55410.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#40), D250",m,80530.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"와이어로프, 철심, 비도금, Φ48×6×37mm",m,33990.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ48×6×19mm",m,32340.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ46×6×19mm",m,28590.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ44×6×19mm",m,25730.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ42×6×19mm",m,22140.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ40×6×19mm",m,18780.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ38×6×19mm",m,16860.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ36×6×19mm",m,15290.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ34×6×19mm",m,13640.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ32×6×19mm",m,12260.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ30×6×19mm",m,10790.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ28×6×19mm",m,9720.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ26×6×19mm",m,8200.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ25×6×19mm",m,7640.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"와이어로프, 철심, 비도금, Φ24×6×19mm",m,7150.0,2026-04-20 00:00:00,시설공통자재(토목),"와이어로프(철심,비도금)",부가가치세별도,True
"백관 (SPP), D80, 반제품",m,12640.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"백관 (SPP), D50, 반제품",m,7630.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"흑관 (S#40), D350",m,128290.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"배수판, 옹벽배수용",㎡,2290.0,2026-04-20 00:00:00,시설공통자재(토목),드레인보드,부가가치세별도,True
"배수판, 연약지반용",㎡,2290.0,2026-04-20 00:00:00,시설공통자재(토목),드레인보드,부가가치세별도,True
"배수판, 교량용",㎡,2290.0,2026-04-20 00:00:00,시설공통자재(토목),드레인보드,부가가치세별도,True
"백관 (SPP), D40, 반제품",m,5390.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"질감조성물질, 유리알(다호 2호)",kg,10800.0,2026-04-20 00:00:00,시설공통자재(토목),유리알,부가가치세별도,True
"질감조성물질, 유리알(다호 1호/고휘도)",kg,4500.0,2026-04-20 00:00:00,시설공통자재(토목),유리알,부가가치세별도,True
"질감조성물질, 유리알(나호 2호)",kg,10800.0,2026-04-20 00:00:00,시설공통자재(토목),유리알,부가가치세별도,True
"질감조성물질, 유리알(나호 1호/고휘도)",kg,4500.0,2026-04-20 00:00:00,시설공통자재(토목),유리알,부가가치세별도,True
"질감조성물질, 유리알(나호 1호/일반)",kg,1530.0,2026-04-20 00:00:00,시설공통자재(토목),유리알,부가가치세별도,True
"질감조성물질, 유리알(가호 2호)",kg,10800.0,2026-04-20 00:00:00,시설공통자재(토목),유리알,부가가치세별도,True
"질감조성물질, 유리알(가호 1호/고휘도)",kg,4500.0,2026-04-20 00:00:00,시설공통자재(토목),유리알,부가가치세별도,True
"질감조성물질, 유리알(가호 1호/일반)",kg,1530.0,2026-04-20 00:00:00,시설공통자재(토목),유리알,부가가치세별도,True
"질감조성물질, 유리알(물잠김상태 2호)",kg,28800.0,2026-04-20 00:00:00,시설공통자재(토목),유리알,부가가치세별도,True
"배수판, 터널용",㎡,2290.0,2026-04-20 00:00:00,시설공통자재(토목),드레인보드,부가가치세별도,True
"AL덕트엘보, 100mm, ㄱ,ㄴ,T형",개,10838.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",전선덕트,부가가치세별도,True
"AL덕트엘보, 70mm, ㄱ,ㄴ,T형",개,8449.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",전선덕트,부가가치세별도,True
"AL덕트엘보, 50mm, ㄱ,ㄴ,T형",개,5701.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",전선덕트,부가가치세별도,True
"AL덕트, W150mm, H100mm",m,30898.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",전선덕트,부가가치세별도,True
"AL덕트, W120mm, H60mm",m,22069.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",전선덕트,부가가치세별도,True
"AL덕트, W100mm, H50mm",m,15890.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",전선덕트,부가가치세별도,True
"AL덕트, W70mm, H40mm",m,13241.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",전선덕트,부가가치세별도,True
"AL덕트, W60mm, H60mm",m,13241.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",전선덕트,부가가치세별도,True
"AL덕트, W50mm, H35mm",m,8827.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",전선덕트,부가가치세별도,True
"AL, W50mm, H20mm",m,4593.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",AL몰드,부가가치세별도,True
"AL, W36mm, H14mm",m,2561.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",AL몰드,부가가치세별도,True
"상호식, 6회로",대,30471.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",인터폰,부가가치세별도,True
"상호식, 10회로",대,34445.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",인터폰,부가가치세별도,True
"TV공청, 스테인리스, UHF용",조,119602.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",텔레비전안테나,부가가치세별도,True
"흑관 (S#40), D300",m,106510.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"거품접착제, 나틈레진, 급결용",EA,2800.0,2026-04-20 00:00:00,시설공통자재(토목),"레진(급결,선단,충진용)",부가가치세별도,True
"거품접착제, 나틈레진, 충진용",EA,2800.0,2026-04-20 00:00:00,시설공통자재(토목),"레진(급결,선단,충진용)",부가가치세별도,True
"흑관 (S#40), D400",m,167750.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#40), D450",m,241860.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#40), D500",m,284230.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#80), D15",m,2320.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#80), D20",m,3170.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#80), D25",m,4330.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#80), D32",m,6040.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#80), D40",m,7230.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"락볼트, D25×5.0m, 너트.와셔포함",EA,19710.0,2026-04-20 00:00:00,시설공통자재(토목),"록볼트(ALL SCREW TYPE 너트,와셔포함)",부가가치세별도,True
"락볼트, D25×4.0m, 너트.와셔포함",EA,16290.0,2026-04-20 00:00:00,시설공통자재(토목),"록볼트(ALL SCREW TYPE 너트,와셔포함)",부가가치세별도,True
"락볼트, D25×3.0m, 너트.와셔포함",EA,12870.0,2026-04-20 00:00:00,시설공통자재(토목),"록볼트(ALL SCREW TYPE 너트,와셔포함)",부가가치세별도,True
"락볼트, D25×2.0m, 너트.와셔포함",EA,9450.0,2026-04-20 00:00:00,시설공통자재(토목),"록볼트(ALL SCREW TYPE 너트,와셔포함)",부가가치세별도,True
"락볼트, D25×6.0m, 너트.와셔포함",EA,23130.0,2026-04-20 00:00:00,시설공통자재(토목),"록볼트(ALL SCREW TYPE 너트,와셔포함)",부가가치세별도,True
"흑관 (S#80), D50",m,9860.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#80), D65",m,15800.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#80), D80",m,20170.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"흑관 (S#80), D100",m,29600.0,2026-04-20 00:00:00,시설공통자재(기계설비),압력배관용  탄소강관,부가가치세별도,False
"백관 (SPP), D20, 반제품",m,2540.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"백관 (SPP), D25, 반제품",m,3670.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,False
"백관 (SPP), D32, 반제품",m,4710.0,2026-04-20 00:00:00,시설공통자재(기계설비),배관용 탄소강관,부가가치세별도,True
"거품접착제, 나틈레진, 선단용",EA,2800.0,2026-04-20 00:00:00,시설공통자재(토목),"레진(급결,선단,충진용)",부가가치세별도,True
"쌍방향유니트, 2 분배기",개,3633.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",분배기,부가가치세별도,True
8분기,개,8357.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",분배기,부가가치세별도,True
4분기,개,6614.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",분배기,부가가치세별도,True
2분기,개,4906.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",분배기,부가가치세별도,True
1분기,개,4076.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",분기기,부가가치세별도,True
"쌍방향유니트, 8 분배기",개,7786.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",분배기,부가가치세별도,True
"쌍방향유니트, 6 분배기",개,7034.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",분배기,부가가치세별도,True
"쌍방향유니트, 4 분배기",개,5236.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",분배기,부가가치세별도,True
"쌍방향유니트, 3 분배기",개,4027.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",분배기,부가가치세별도,True
"박스커넥터-비닐, 54mm, 방수",개,6027.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",1종금속제가요전선관,부가가치세별도,False
"콘크리트파일, A타입, 11000×400×65mm",본,316400.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 7000×600×90mm",본,422800.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 8000×600×90mm",본,483600.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 9000×600×90mm",본,543400.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 10000×600×90mm",본,604200.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 11000×600×90mm",본,664100.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 12000×600×90mm",본,724900.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 6000×400×65mm",본,172000.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 7000×400×65mm",본,201400.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 8000×400×65mm",본,229900.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 9000×400×65mm",본,258400.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 10000×400×65mm",본,286900.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 12000×400×65mm",본,344900.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 13000×400×65mm",본,373400.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 14000×400×65mm",본,401900.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 15000×400×65mm",본,431300.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 5000×450×70mm",본,174800.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 6000×450×70mm",본,209000.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 7000×450×70mm",본,244200.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 8000×450×70mm",본,279300.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 9000×450×70mm",본,314500.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 10000×450×70mm",본,348700.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 11000×450×70mm",본,383800.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 12000×450×70mm",본,419000.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 6000×600×90mm",본,362000.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 5000×600×90mm",본,302100.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 15000×500×80mm",본,661200.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 14000×500×80mm",본,617500.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 13000×450×70mm",본,453200.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 14000×450×70mm",본,488300.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 15000×450×70mm",본,523500.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 5000×500×80mm",본,220400.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 6000×500×80mm",본,264100.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 7000×500×80mm",본,308800.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 8000×500×80mm",본,352500.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 9000×500×80mm",본,397100.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 10000×500×80mm",본,440800.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 11000×500×80mm",본,484500.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 12000×500×80mm",본,529200.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 13000×500×80mm",본,572900.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"콘크리트파일, A타입, 5000×400×65mm",본,143500.0,2026-04-20 00:00:00,시설공통자재(토목),콘크리트파일,부가가치세별도,False
"폴리염화비닐지수판, 230×5mm",M,3670.0,2026-04-20 00:00:00,시설공통자재(토목),PVC지수판,부가가치세별도,True
"폴리염화비닐지수판, 200×5mm",M,3060.0,2026-04-20 00:00:00,시설공통자재(토목),PVC지수판,부가가치세별도,True
"폴리염화비닐지수판, 150×5mm",M,2650.0,2026-04-20 00:00:00,시설공통자재(토목),PVC지수판,부가가치세별도,True
"폴리염화비닐지수판, 300×9.5mm",M,8170.0,2026-04-20 00:00:00,시설공통자재(토목),PVC지수판,부가가치세별도,True
수동발신기,개,2451.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",수동발신기,부가가치세별도,True
15cd,EA,29284.0,2026-04-20 00:00:00,"시설공통자재(전기,정보통신)",시각경보기,부가가치세별도,True
