prceNticeNo,nticeDt,bsnsDivCd,bsnsDivNm,prdctClsfcNo,prdctIdntNo,invstDeptNm,invstDeptTelNo,invstOfclNm,prdctClsfcNoNm,krnPrdctNm,unit,prce,cntrctCorpNm,cntrctCorpTelNo,splyJrsdctRgnNm,etcCntnts,mtrlcst,lbrcst,gnrlexpns,prodctFld,vatYnNm,prceDiv,dlvryCndtnNm,distbStep,payCndtn,treekndNo,specThtLen,specWtrtbBtLen,specWtrtbLen,specBhtDmLen,specRootDmLen
R24CW21376240,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121606,21650579,공사원가기준과,042-724-6280,이하나,동축케이블,"TV수신용동축케이블, 고발포동축케이블, 7C-HFBT",m,737,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376236,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121606,20184618,공사원가기준과,042-724-6280,이하나,동축케이블,"누설동축케이블, 10C-HFL-SS, 고발포동축케이블",m,1600,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376234,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121606,20184617,공사원가기준과,042-724-6280,이하나,동축케이블,"누설동축케이블, 고발포동축케이블, 10C-HFL",m,1189,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376222,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121606,10040387,공사원가기준과,042-724-6280,이하나,고주파동축케이블,"고주파동축케이블, ECX cable, 7C-2V",m,1110,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376230,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121606,20184615,공사원가기준과,042-724-6280,이하나,동축케이블,"누설동축케이블, 고발포동축케이블, 7C-HFL",m,770,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376228,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121606,20184614,공사원가기준과,042-724-6280,이하나,동축케이블,"누설동축케이블, 고발포동축케이블, 5C-HFL-SS",m,488,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R25CW22923030,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040385,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 3C-2V",m,386,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923042,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,21650580,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 10C-HFBT",m,1196,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923041,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,21650579,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 7C-HFBT",m,737,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923040,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,21650577,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 5C-HFBT",m,495,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923039,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184618,공사원가기준과,042-724-7180,강전승,동축케이블,"위성TV용, 10C-HFL-SS",m,1600,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923038,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184617,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 10C-HFL",m,1189,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923037,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184616,공사원가기준과,042-724-7180,강전승,동축케이블,"위성TV용, 7C-HFL-SS",m,1056,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923036,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184615,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 7C-HFL",m,770,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923035,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184614,공사원가기준과,042-724-7180,강전승,동축케이블,"위성TV용, 5C-HFL-SS",m,488,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923034,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184613,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 5C-HFL",m,416,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923033,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040388,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 10C-2V",m,1808,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923032,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040387,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 7C-2V",m,1110,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923031,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040386,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 5C-2V",m,626,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307570,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040385,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 3C-2V",m,401,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307582,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,21650580,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 10C-HFBT",m,1242,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307581,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,21650579,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 7C-HFBT",m,765,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307580,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,21650577,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 5C-HFBT",m,514,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307579,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184618,공사원가기준과,042-724-7180,강전승,동축케이블,"위성TV용, 10C-HFL-SS",m,1662,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307578,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184617,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 10C-HFL",m,1235,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307577,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184616,공사원가기준과,042-724-7180,강전승,동축케이블,"위성TV용, 7C-HFL-SS",m,1097,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307576,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184615,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 7C-HFL",m,800,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307575,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184614,공사원가기준과,042-724-7180,강전승,동축케이블,"위성TV용, 5C-HFL-SS",m,507,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307574,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184613,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 5C-HFL",m,432,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307573,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040388,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 10C-2V",m,1878,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307572,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040387,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 7C-2V",m,1153,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307571,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040386,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 5C-2V",m,650,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846157,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040385,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 3C-2V",m,527,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846169,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,21650580,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 10C-HFBT",m,1633,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846168,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,21650579,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 7C-HFBT",m,1006,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846167,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,21650577,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 5C-HFBT",m,676,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846166,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184618,공사원가기준과,042-724-7180,강전승,동축케이블,"위성TV용, 10C-HFL-SS",m,2185,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846165,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184617,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 10C-HFL",m,1624,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846164,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184616,공사원가기준과,042-724-7180,강전승,동축케이블,"위성TV용, 7C-HFL-SS",m,1442,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846163,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184615,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 7C-HFL",m,1052,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846162,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184614,공사원가기준과,042-724-7180,강전승,동축케이블,"위성TV용, 5C-HFL-SS",m,667,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846161,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,20184613,공사원가기준과,042-724-7180,강전승,동축케이블,"CATV용, 5C-HFL",m,568,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846160,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040388,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 10C-2V",m,2469,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846159,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040387,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 7C-2V",m,1516,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846158,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121606,10040386,공사원가기준과,042-724-7180,강전승,고주파동축케이블,"ECX, 5C-2V",m,855,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R24CW21376248,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121609,21650752,공사원가기준과,042-724-6280,이하나,UTP케이블,"UTP케이블, UTP케이블, Cat5E, 25P",m,2830,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376252,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121609,21650745,공사원가기준과,042-724-6280,이하나,UTP케이블,"UTP케이블, UTP케이블, Cat3, 25P",m,2440,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376260,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121609,21650749,공사원가기준과,042-724-6280,이하나,UTP케이블,"UTP케이블, UTP케이블, Cat3, 300P",m,27166,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376256,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121609,21650747,공사원가기준과,042-724-6280,이하나,UTP케이블,"UTP케이블, UTP케이블, Cat3, 100P",m,9103,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376258,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121609,21650748,공사원가기준과,042-724-6280,이하나,UTP케이블,"UTP케이블, UTP케이블, Cat3, 200P",m,18224,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376254,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121609,21650746,공사원가기준과,042-724-6280,이하나,UTP케이블,"UTP케이블, UTP케이블, Cat3, 50P",m,4624,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376246,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121609,21650751,공사원가기준과,042-724-6280,이하나,UTP케이블,"UTP케이블, UTP케이블, Cat5E, 4P",m,400,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376250,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121609,21650753,공사원가기준과,042-724-6280,이하나,UTP케이블,"UTP케이블, UTP케이블, Cat6, 4P",m,570,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21376244,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121609,21650750,공사원가기준과,042-724-6280,이하나,UTP케이블,"UTP케이블, UTP케이블, Cat5, 50P",m,10089,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R25CW22923043,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650750,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.5, 50P ",m,10089,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923049,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650747,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 100P ",m,9103,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923048,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650746,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 50P ",m,4624,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923047,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650745,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 25P ",m,2440,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923046,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650753,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.6, 4P ",m,570,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923045,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650752,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.5E, 25P ",m,2831,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923044,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650751,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.5E, 4P ",m,400,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923045,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650752,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.5E, 25P ",m,2831,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923044,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650751,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.5E, 4P ",m,400,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307583,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650750,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.5, 50P ",m,10089,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307591,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650749,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 300P ",m,27166,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307590,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650748,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 200P ",m,18224,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307589,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650747,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 100P ",m,9103,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307588,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650746,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 50P ",m,4624,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307587,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650745,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 25P ",m,2440,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307586,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650753,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.6, 4P ",m,570,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307585,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650752,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.5E, 25P ",m,2831,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24307584,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650751,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.5E, 4P ",m,400,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846170,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650750,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.5, 50P ",m,10089,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846178,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650749,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 300P ",m,27166,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846177,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650748,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 200P ",m,18224,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846176,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650747,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 100P ",m,9103,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846175,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650746,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 50P ",m,4624,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846174,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650745,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.3, 25P ",m,2440,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846173,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650753,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.6, 4P ",m,570,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846172,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650752,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.5E, 25P ",m,2831,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25846171,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121609,21650751,공사원가기준과,042-724-6280,이영민,UTP케이블,"UTP, Cat.5E, 4P ",m,400,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R24CW21375376,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,20683955,공사원가기준과,042-724-6280,이하나,전력케이블,"600V폴리에틸렌케이블, 0.6/1kV, F-CV, 4C×185㎟",m,132389,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375212,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,20683968,공사원가기준과,042-724-6280,이하나,전력케이블,"고압가교폴리에틸렌케이블, 6/10kV, CV, 1C×120㎟",m,22924,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375208,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,20683965,공사원가기준과,042-724-6280,이하나,전력케이블,"고압가교폴리에틸렌케이블, 6/10kV, CV, 1C×70㎟",m,15879,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375190,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,10040270,공사원가기준과,042-724-6280,이하나,전력케이블,"22.9KV동심중성선케이블, 대한전선, FR-CNCO-W, 수밀형무독성난연, 22.9kV, 60㎟",m,17478,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375192,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,20533891,공사원가기준과,042-724-6280,이하나,전력케이블,"22.9KV동심중성선케이블, FR-CNCO-W, 수밀형무독성난연, 22.9kV, 100㎟",m,28535,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375188,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,24690925,공사원가기준과,042-724-6280,이하나,전력케이블,"22.9KV동심중성선케이블, 22.9kV, CN/CV-W, 수밀형, 325㎟",m,70977,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375186,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,24690924,공사원가기준과,042-724-6280,이하나,전력케이블,"22.9KV동심중성선케이블, 22.9kV, CN/CV-W, 수밀형, 250㎟",m,58315,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375184,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,24690923,공사원가기준과,042-724-6280,이하나,전력케이블,"22.9KV동심중성선케이블, 22.9kV, CN/CV-W, 수밀형, 200㎟",m,47593,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375210,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,20683967,공사원가기준과,042-724-6280,이하나,전력케이블,"고압가교폴리에틸렌케이블, 6/10kV, CV, 1C×95㎟",m,18802,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375198,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,21030226,공사원가기준과,042-724-6280,이하나,전력케이블,"22.9KV동심중성선케이블, FR-CNCO-W, 수밀형무독성난연, 22.9kV, 250㎟",m,59810,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375202,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,20683962,공사원가기준과,042-724-6280,이하나,전력케이블,"고압가교폴리에틸렌케이블, 6/10kV, CV, 1C×25㎟",m,7669,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375194,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,20704937,공사원가기준과,042-724-6280,이하나,전력케이블,"22.9KV동심중성선케이블, FR-CNCO-W, 수밀형무독성난연, 22.9kV, 150㎟",m,38653,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375180,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,24690921,공사원가기준과,042-724-6280,이하나,전력케이블,"22.9KV동심중성선케이블, 22.9kV, CN/CV-W, 수밀형, 100㎟",m,27797,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375806,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,22496426,공사원가기준과,042-724-6280,이하나,절연저독성난연폴리올레핀시스케이블,"저독성난연케이블, 6/10kV, HFCO, 1C×25㎟",m,7586,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375774,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,22496410,공사원가기준과,042-724-6280,이하나,절연저독성난연폴리올레핀시스케이블,"저독성난연케이블, 0.6/1kV, HFCO, 4C×1.5㎟",m,2314,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21375788,2024-10-16 17:15:15,포110004,"시설공통자재(전기,정보통신)",26121629,22496417,공사원가기준과,042-724-6280,이하나,절연저독성난연폴리올레핀시스케이블,"저독성난연케이블, 0.6/1kV, HFCO, 4C×35㎟",m,25848,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
