prceNticeNo,nticeDt,bsnsDivCd,bsnsDivNm,prdctClsfcNo,prdctIdntNo,invstDeptNm,invstDeptTelNo,invstOfclNm,prdctClsfcNoNm,krnPrdctNm,unit,prce,cntrctCorpNm,cntrctCorpTelNo,splyJrsdctRgnNm,etcCntnts,mtrlcst,lbrcst,gnrlexpns,prodctFld,vatYnNm,prceDiv,dlvryCndtnNm,distbStep,payCndtn,treekndNo,specThtLen,specWtrtbBtLen,specWtrtbLen,specBhtDmLen,specRootDmLen
R25CW24311880,2025-10-23 00:00:00,포110005,시설공통자재(토목),30102803,22780112,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 500×200×19.5mm, 105.0kg/m",M/T,1323000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R25CW24311879,2025-10-23 00:00:00,포110005,시설공통자재(토목),30102803,22780113,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 600×130×10.3mm, 61.8kg/m",M/T,1368000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25851988,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102803,22780114,토목환경과,070-4056-7670,진명수,강널말뚝(Sheet Pile),"강관파일, 600×180×13.4mm, 81.6kg/m",M/T,1368000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25851995,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102803,22780107,토목환경과,070-4056-7670,진명수,강널말뚝(Sheet Pile),"강관파일, 400×100×10.5mm, 48.0kg/m",M/T,1096428,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25851994,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102803,22780108,토목환경과,070-4056-7670,진명수,강널말뚝(Sheet Pile),"강관파일, 400×125×13.0mm, 60.0kg/m",M/T,1096428,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25851993,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102803,22780109,토목환경과,070-4056-7670,진명수,강널말뚝(Sheet Pile),"강관파일, 400×150×13.0mm, 60.0kg/m",M/T,1228000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25851992,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102803,22780110,토목환경과,070-4056-7670,진명수,강널말뚝(Sheet Pile),"강관파일, 400×170×15.5mm, 76.1kg/m",M/T,1272000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25851991,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102803,22780111,토목환경과,070-4056-7670,진명수,강널말뚝(Sheet Pile),"강관파일, 500×175×16.5mm, 86.0kg/m",M/T,1323000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25851990,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102803,22780112,토목환경과,070-4056-7670,진명수,강널말뚝(Sheet Pile),"강관파일, 500×200×19.5mm, 105.0kg/m",M/T,1323000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25851989,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102803,22780113,토목환경과,070-4056-7670,진명수,강널말뚝(Sheet Pile),"강관파일, 600×130×10.3mm, 61.8kg/m",M/T,1368000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R24CW21374758,2024-10-16 14:14:21,포110005,시설공통자재(토목),30121601,20143136,토목환경과,070-4056-7367,정승환,아스팔트,"아스팔트, 컷백MC-1, 3, P/K(200L)",D/M,266950,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374759,2024-10-16 14:14:21,포110005,시설공통자재(토목),30121601,22146248,토목환경과,070-4056-7367,정승환,아스팔트,"아스팔트, RSC-3,4",D/M,150100,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R25CW23002372,2025-04-24 00:00:00,포110005,시설공통자재(토목),30121601,22146248,토목환경과,070-4056-7367,정승환,아스팔트,"아스팔트, RSC-3,4",D/M,155000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002373,2025-04-24 00:00:00,포110005,시설공통자재(토목),30121601,20143136,토목환경과,070-4056-7367,정승환,아스팔트,"아스팔트, 컷백MC-1, 3, P/K(200L)",D/M,270000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311840,2025-10-23 00:00:00,포110005,시설공통자재(토목),30121601,22146248,토목환경과,070-4056-7367,정승환,아스팔트,"아스팔트, RSC-3,4",D/M,150100,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311841,2025-10-23 00:00:00,포110005,시설공통자재(토목),30121601,20143136,토목환경과,070-4056-7367,정승환,아스팔트,"아스팔트, 컷백MC-1, 3, P/K(200L)",D/M,266950,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851950,2026-04-20 00:00:00,포110005,시설공통자재(토목),30121601,22146248,토목환경과,070-4056-7367,문재필,아스팔트,"아스팔트, RSC-3,4",D/M,154620,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851951,2026-04-20 00:00:00,포110005,시설공통자재(토목),30121601,20143136,토목환경과,070-4056-7367,문재필,아스팔트,"아스팔트, 컷백MC-1, 3, P/K(200L)",D/M,274970,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R24CW21374836,2024-10-16 14:14:21,포110005,시설공통자재(토목),30121702,25357247,공사원가기준과,070-4056-7436,김규란,직포매트(PET_Mat),"직포매트, 25ton/m",m2,3655,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R24CW21374835,2024-10-16 14:14:21,포110005,시설공통자재(토목),30121702,25357246,공사원가기준과,070-4056-7436,김규란,직포매트(PET_Mat),"직포매트, 20ton/m",m2,3091,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R24CW21374832,2024-10-16 14:14:21,포110005,시설공통자재(토목),30121702,25357243,공사원가기준과,070-4056-7436,김규란,직포매트(PET_Mat),"직포매트, 5ton/m",m2,1082,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R24CW21374834,2024-10-16 14:14:21,포110005,시설공통자재(토목),30121702,25357245,공사원가기준과,070-4056-7436,김규란,직포매트(PET_Mat),"직포매트, 15ton/m",m2,2345,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R24CW21374833,2024-10-16 14:14:21,포110005,시설공통자재(토목),30121702,25357244,공사원가기준과,070-4056-7436,김규란,직포매트(PET_Mat),"직포매트, 10ton/m",m2,1800,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R25CW23002295,2025-04-24 00:00:00,포110005,시설공통자재(토목),30121702,25357247,공사원가기준과,070-4056-7436,황순남,직포매트(PET_Mat),"직포매트, 25ton/m",m2,4000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002299,2025-04-24 00:00:00,포110005,시설공통자재(토목),30121702,25357243,공사원가기준과,070-4056-7436,황순남,직포매트(PET_Mat),"직포매트, 5ton/m",m2,900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002298,2025-04-24 00:00:00,포110005,시설공통자재(토목),30121702,25357244,공사원가기준과,070-4056-7436,황순남,직포매트(PET_Mat),"직포매트, 10ton/m",m2,1900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002297,2025-04-24 00:00:00,포110005,시설공통자재(토목),30121702,25357245,공사원가기준과,070-4056-7436,황순남,직포매트(PET_Mat),"직포매트, 15ton/m",m2,2500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002296,2025-04-24 00:00:00,포110005,시설공통자재(토목),30121702,25357246,공사원가기준과,070-4056-7436,황순남,직포매트(PET_Mat),"직포매트, 20ton/m",m2,3300,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311763,2025-10-23 00:00:00,포110005,시설공통자재(토목),30121702,25357247,공사원가기준과,070-4056-7436,황순남,직포매트(PET_Mat),"직포매트, 25ton/m",m2,3510,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311767,2025-10-23 00:00:00,포110005,시설공통자재(토목),30121702,25357243,공사원가기준과,070-4056-7436,황순남,직포매트(PET_Mat),"직포매트, 5ton/m",m2,900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311766,2025-10-23 00:00:00,포110005,시설공통자재(토목),30121702,25357244,공사원가기준과,070-4056-7436,황순남,직포매트(PET_Mat),"직포매트, 10ton/m",m2,1710,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311765,2025-10-23 00:00:00,포110005,시설공통자재(토목),30121702,25357245,공사원가기준과,070-4056-7436,황순남,직포매트(PET_Mat),"직포매트, 15ton/m",m2,2250,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311764,2025-10-23 00:00:00,포110005,시설공통자재(토목),30121702,25357246,공사원가기준과,070-4056-7436,황순남,직포매트(PET_Mat),"직포매트, 20ton/m",m2,2970,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851874,2026-04-20 00:00:00,포110005,시설공통자재(토목),30121702,25357247,공사원가기준과,070-4056-7656,신동천,직포매트(PET_Mat),"직포매트, 25ton/m",m2,3600,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851878,2026-04-20 00:00:00,포110005,시설공통자재(토목),30121702,25357243,공사원가기준과,070-4056-7656,신동천,직포매트(PET_Mat),"직포매트, 5ton/m",m2,900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851877,2026-04-20 00:00:00,포110005,시설공통자재(토목),30121702,25357244,공사원가기준과,070-4056-7656,신동천,직포매트(PET_Mat),"직포매트, 10ton/m",m2,1710,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851876,2026-04-20 00:00:00,포110005,시설공통자재(토목),30121702,25357245,공사원가기준과,070-4056-7656,신동천,직포매트(PET_Mat),"직포매트, 15ton/m",m2,2430,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851875,2026-04-20 00:00:00,포110005,시설공통자재(토목),30121702,25357246,공사원가기준과,070-4056-7656,신동천,직포매트(PET_Mat),"직포매트, 20ton/m",m2,3060,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R24CW21374709,2024-10-16 14:14:21,포110005,시설공통자재(토목),30121787,22146287,토목환경과,070-4056-7382,이윤제,가설방음판(플라스틱),"가설방음판, 플라스틱, 1980-2000×500×30mm",m2,25000,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374707,2024-10-16 14:14:21,포110005,시설공통자재(토목),30121787,22146288,토목환경과,070-4056-7382,이윤제,가설방음판(스틸),"가설방음판, 스틸, 1980-2000×500×30mm",m2,32000,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R25CW23002418,2025-04-24 00:00:00,포110005,시설공통자재(토목),30121787,22146287,토목환경과,070-4056-7380,박신영,가설방음판(플라스틱),"가설방음판, 플라스틱, 1980-2000×500×30mm",m2,25000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002419,2025-04-24 00:00:00,포110005,시설공통자재(토목),30121787,22146288,토목환경과,070-4056-7380,박신영,가설방음판(스틸),"가설방음판, 스틸, 1980-2000×500×30mm",m2,32000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311886,2025-10-23 00:00:00,포110005,시설공통자재(토목),30121787,22146287,토목환경과,070-4056-7380,박신영,가설방음판(플라스틱),"가설방음판, 플라스틱, 1980-2000×500×30mm",m2,25180,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311887,2025-10-23 00:00:00,포110005,시설공통자재(토목),30121787,22146288,토목환경과,070-4056-7380,박신영,가설방음판(스틸),"가설방음판, 스틸, 1980-2000×500×30mm",m2,32650,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851996,2026-04-20 00:00:00,포110005,시설공통자재(토목),30121787,22146287,토목환경과,070-4056-7380,문대일,가설방음판(플라스틱),"가설방음판, 플라스틱, 1980-2000×500×30mm",m2,25180,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25851997,2026-04-20 00:00:00,포110005,시설공통자재(토목),30121787,22146288,토목환경과,070-4056-7380,문대일,가설방음판(스틸),"가설방음판, 스틸, 1980-2000×500×30mm",m2,32650,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R24CW21374685,2024-10-16 14:14:21,포110005,시설공통자재(토목),30199997,22146251,토목환경과,070-4056-7083,정용주,MMA복공판,"복공판, MMA, 750×1990×204",EA,614334,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374687,2024-10-16 14:14:21,포110005,시설공통자재(토목),30199997,22146252,토목환경과,070-4056-7083,정용주,H형 MMA복공판,"복공판, MMA, 1000×1990×204",EA,834511,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374683,2024-10-16 14:14:21,포110005,시설공통자재(토목),30199997,22146250,토목환경과,070-4056-7083,정용주,H형 일반형복공판,"복공판, 일반형, 1000×1990×200",EA,730885,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R24CW21374681,2024-10-16 14:14:21,포110005,시설공통자재(토목),30199997,22146249,토목환경과,070-4056-7083,정용주,일반형복공판,"복공판, 일반형, 750×1990×200",EA,531914,,,002,,,,,,부가가치세별도,기타가격,현장도착도,기타조건,,,,,,,
R25CW23002429,2025-04-24 00:00:00,포110005,시설공통자재(토목),30199997,22146252,토목환경과,070-4056-7371,문대일,H형 MMA복공판,"복공판, MMA, 1000×1990×204",EA,823234,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002432,2025-04-24 00:00:00,포110005,시설공통자재(토목),30199997,22146249,토목환경과,070-4056-7371,문대일,일반형복공판,"복공판, 일반형, 750×1990×200",EA,531914,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002431,2025-04-24 00:00:00,포110005,시설공통자재(토목),30199997,22146250,토목환경과,070-4056-7371,문대일,H형 일반형복공판,"복공판, 일반형, 1000×1990×200",EA,730885,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002430,2025-04-24 00:00:00,포110005,시설공통자재(토목),30199997,22146251,토목환경과,070-4056-7371,문대일,MMA복공판,"복공판, MMA, 750×1990×204",EA,573378,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311897,2025-10-23 00:00:00,포110005,시설공통자재(토목),30199997,22146252,토목환경과,070-4056-7371,문대일,H형 MMA복공판,"복공판, MMA, 1000×1990×204",EA,730000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311900,2025-10-23 00:00:00,포110005,시설공통자재(토목),30199997,22146249,토목환경과,070-4056-7371,문대일,일반형복공판,"복공판, 일반형, 750×1990×200",EA,434000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311899,2025-10-23 00:00:00,포110005,시설공통자재(토목),30199997,22146250,토목환경과,070-4056-7371,문대일,H형 일반형복공판,"복공판, 일반형, 1000×1990×200",EA,650000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311898,2025-10-23 00:00:00,포110005,시설공통자재(토목),30199997,22146251,토목환경과,070-4056-7371,문대일,MMA복공판,"복공판, MMA, 750×1990×204",EA,570000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852007,2026-04-20 00:00:00,포110005,시설공통자재(토목),30199997,22146252,토목환경과,070-4056-7083,정용주,H형 MMA복공판,"복공판, MMA, 1000×1990×204",EA,700000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25852010,2026-04-20 00:00:00,포110005,시설공통자재(토목),30199997,22146249,토목환경과,070-4056-7083,정용주,일반형복공판,"복공판, 일반형, 750×1990×200",EA,420000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25852009,2026-04-20 00:00:00,포110005,시설공통자재(토목),30199997,22146250,토목환경과,070-4056-7083,정용주,H형 일반형복공판,"복공판, 일반형, 1000×1990×200",EA,620000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R26CW25852008,2026-04-20 00:00:00,포110005,시설공통자재(토목),30199997,22146251,토목환경과,070-4056-7083,정용주,MMA복공판,"복공판, MMA, 750×1990×204",EA,550000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R24CW21374779,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001315,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ34×6×19mm",m,13736,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374768,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001299,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ16×6×19mm",m,3231,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374760,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001291,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ6×6×19mm",m,1085,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374773,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001309,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ24×6×19mm",m,7035,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374769,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001300,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ18×6×19mm",m,3950,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374766,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001297,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ13×6×19mm",m,2345,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374771,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001307,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ20×6×19mm",m,4811,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374762,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001293,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ9×6×19mm",m,1589,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374761,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001292,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ8×6×19mm",m,1532,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374770,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001306,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ19×6×19mm",m,4452,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374775,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001311,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ26×6×19mm",m,8064,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374764,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001295,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ11×6×19mm",m,2128,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374774,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001310,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ25×6×19mm",m,7526,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374772,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001308,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ22×6×19mm",m,6066,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374767,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001298,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ14×6×19mm",m,2597,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374765,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001296,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ12×6×19mm",m,2301,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374763,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001294,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ10×6×19mm",m,1814,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374801,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001361,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ25×6×37mm",m,8295,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374789,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001349,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ9×6×37mm",m,1851,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374785,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001321,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ46×6×19mm",m,25839,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374784,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001320,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ44×6×19mm",m,23291,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374780,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001316,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ36×6×19mm",m,15384,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374806,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001366,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ34×6×37mm",m,14809,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374797,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001357,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ19×6×37mm",m,4847,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374790,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001350,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ10×6×37mm",m,2023,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374809,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001369,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ40×6×37mm",m,20301,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374805,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001365,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ32×6×37mm",m,13330,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374798,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001358,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ20×6×37mm",m,5233,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374793,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001353,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ13×6×37mm",m,2643,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374786,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001322,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ48×6×19mm",m,29231,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374795,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001355,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ16×6×37mm",m,3600,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374787,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001347,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ6×6×37mm",m,1214,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374781,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001317,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ38×6×19mm",m,16943,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374777,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001313,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ30×6×19mm",m,10831,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
R24CW21374813,2024-10-16 14:14:21,포110005,시설공통자재(토목),31151505,23001373,토목환경과,070-4056-7382,이윤제,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ48×6×37mm",m,32510,,,002,,,,,,부가가치세별도,기타가격,점포상차도,기타조건,,,,,,,
