prceNticeNo,nticeDt,bsnsDivCd,bsnsDivNm,prdctClsfcNo,prdctIdntNo,invstDeptNm,invstDeptTelNo,invstOfclNm,prdctClsfcNoNm,krnPrdctNm,unit,prce,cntrctCorpNm,cntrctCorpTelNo,splyJrsdctRgnNm,etcCntnts,mtrlcst,lbrcst,gnrlexpns,prodctFld,vatYnNm,prceDiv,dlvryCndtnNm,distbStep,payCndtn,treekndNo,specThtLen,specWtrtbBtLen,specWtrtbLen,specBhtDmLen,specRootDmLen
R25CW24314136,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20128549,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D50,개,444773,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314135,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376187,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D250,개,7980315,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314134,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376186,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D200,개,5630897,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314133,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376185,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D150,개,3838236,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314132,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376184,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D125,개,3302826,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314131,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376183,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D100,개,2231163,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314130,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376182,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D80,개,1914200,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314129,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376181,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D65,개,1695753,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314128,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376180,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D50,개,1378781,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314127,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376179,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D40,개,1269557,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314126,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376178,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D32,개,1160333,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314125,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376177,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D25,개,1051120,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314124,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,22371165,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D250,개,5026138,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314123,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,22371164,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D200,개,4217312,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314122,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,22371163,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D150,개,2975165,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314121,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,22371162,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D125,개,2548731,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314120,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,22371161,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D100,개,1804024,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314119,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,22371160,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D80,개,1478150,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314118,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,22371159,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D65,개,1327860,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314117,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,22371158,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D50,개,1051120,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314116,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376176,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D40,개,968185,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314115,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141609,20376175,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D32,개,936984,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847574,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20128549,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D50,개,456470,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847591,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20376174,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D25,개,845310,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847590,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132554,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D150,개,1262630,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847589,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132553,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D125,개,997670,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847588,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132552,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D100,개,755680,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847587,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132551,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D80,개,662500,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847586,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132550,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D65,개,587370,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847585,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132549,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D50,개,288200,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847584,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132548,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D40,개,173080,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847583,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132547,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D32,개,162110,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847582,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132546,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D25,개,66550,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847581,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132545,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D20,개,54800,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847580,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132544,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D15,개,54800,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847579,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20128554,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D150,개,1256850,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847578,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20128553,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D125,개,1164420,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847577,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20128552,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D100,개,975630,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847576,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20128551,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D80,개,813390,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847575,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20128550,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D65,개,573720,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847595,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20376178,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D32,개,1190850,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847594,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20376177,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(20k),D25,개,1078760,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847593,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20376176,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D40,개,993650,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847592,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20376175,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D32,개,961630,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847591,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20376174,건축설비과,042-724-7409,조은아,차압유량조절밸브 플랜지형(10k),D25,개,845310,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847590,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132554,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D150,개,1262630,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847589,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132553,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D125,개,997670,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847588,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132552,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D100,개,755680,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847587,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132551,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D80,개,662500,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847586,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132550,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D65,개,587370,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847585,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132549,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D50,개,288200,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847584,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132548,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D40,개,173080,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847583,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132547,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D32,개,162110,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847582,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132546,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D25,개,66550,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847581,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132545,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D20,개,54800,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847580,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20132544,공사원가기준과,042-724-7472,김태연,자동정유량 밸브,D15,개,54800,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847579,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20128554,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D150,개,1256850,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847578,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20128553,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D125,개,1164420,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847577,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20128552,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D100,개,975630,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847576,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20128551,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D80,개,813390,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847575,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141609,20128550,건축설비과,042-724-7409,조은아,워터링밸브 (정수위조절밸브),D65,개,573720,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R24CW21381298,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129411,건축설비과,070-4056-7409,장준기,볼탭,"플로우트밸브, Φ40mm, 볼탭, 황동",EA,22890,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21381299,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129412,건축설비과,070-4056-7409,장준기,볼탭,"플로우트밸브, Φ50mm, 볼탭, 황동",EA,32530,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21381297,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129410,건축설비과,070-4056-7409,장준기,볼탭,"플로우트밸브, Φ32mm, 볼탭, 황동",EA,16270,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21381296,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129409,건축설비과,070-4056-7409,장준기,볼탭,"플로우트밸브, Φ25mm, 볼탭, 황동",EA,7430,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21381295,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129408,건축설비과,070-4056-7409,장준기,볼탭,"플로우트밸브, Φ20mm, 볼탭, 황동",EA,5270,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21381305,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129421,건축설비과,070-4056-7409,장준기,볼탭(스텐),"플로우트밸브, Φ50mm, 볼탭, STS",EA,45610,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21381304,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129420,건축설비과,070-4056-7409,장준기,볼탭(스텐),"플로우트밸브, Φ40mm, 볼탭, STS",EA,32530,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21381300,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129416,건축설비과,070-4056-7409,장준기,볼탭(스텐),"플로우트밸브, Φ15mm, 볼탭, STS",EA,7970,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21381294,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129407,건축설비과,070-4056-7409,장준기,볼탭,"플로우트밸브, Φ15mm, 볼탭, 황동",EA,3620,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21381302,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129418,건축설비과,070-4056-7409,장준기,볼탭(스텐),"플로우트밸브, Φ25mm, 볼탭, STS",EA,18230,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21381301,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129417,건축설비과,070-4056-7409,장준기,볼탭(스텐),"플로우트밸브, Φ20mm, 볼탭, STS",EA,11390,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21381303,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141610,20129419,건축설비과,070-4056-7409,장준기,볼탭(스텐),"플로우트밸브, Φ32mm, 볼탭, STS",EA,26660,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R25CW22917126,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129407,공사원가기준과,042-724-7657,김영희,볼탭,D15,EA,3610,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22917137,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129421,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D50,EA,45510,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22917136,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129420,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D40,EA,32460,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22917135,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129419,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D32,EA,26600,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22917134,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129418,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D25,EA,18190,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22917133,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129417,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D20,EA,11360,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22917132,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129416,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D15,EA,7950,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22917131,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129412,공사원가기준과,042-724-7657,김영희,볼탭,D50,EA,32460,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22917130,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129411,공사원가기준과,042-724-7657,김영희,볼탭,D40,EA,22840,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22917129,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129410,공사원가기준과,042-724-7657,김영희,볼탭,D32,EA,16230,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22917128,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129409,공사원가기준과,042-724-7657,김영희,볼탭,D25,EA,7410,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22917127,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),40141610,20129408,공사원가기준과,042-724-7657,김영희,볼탭,D20,EA,5260,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24313993,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129407,공사원가기준과,042-724-7657,김영희,볼탭,D15,개,3582,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314004,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129421,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D50,개,45164,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314003,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129420,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D40,개,32213,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314002,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129419,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D32,개,26397,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314001,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129418,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D25,개,18051,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24314000,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129417,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D20,개,11273,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24313999,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129416,공사원가기준과,042-724-7657,김영희,볼탭(스텐),D15,개,7889,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24313998,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129412,공사원가기준과,042-724-7657,김영희,볼탭,D50,개,32213,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24313997,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129411,공사원가기준과,042-724-7657,김영희,볼탭,D40,개,22666,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24313996,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129410,공사원가기준과,042-724-7657,김영희,볼탭,D32,개,16106,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24313995,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129409,공사원가기준과,042-724-7657,김영희,볼탭,D25,개,7353,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24313994,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),40141610,20129408,공사원가기준과,042-724-7657,김영희,볼탭,D20,개,5220,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847613,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129407,공사원가기준과,042-724-7472,김태연,볼탭,D15,개,3680,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847624,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129421,공사원가기준과,042-724-7472,김태연,볼탭(스텐),D50,개,46350,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847623,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129420,공사원가기준과,042-724-7472,김태연,볼탭(스텐),D40,개,33060,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847622,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129419,공사원가기준과,042-724-7472,김태연,볼탭(스텐),D32,개,27090,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847621,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129418,공사원가기준과,042-724-7472,김태연,볼탭(스텐),D25,개,18530,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847620,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129417,공사원가기준과,042-724-7472,김태연,볼탭(스텐),D20,개,11570,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847619,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129416,공사원가기준과,042-724-7472,김태연,볼탭(스텐),D15,개,8100,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847618,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129412,공사원가기준과,042-724-7472,김태연,볼탭,D50,개,33060,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847617,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129411,공사원가기준과,042-724-7472,김태연,볼탭,D40,개,23260,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847616,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129410,공사원가기준과,042-724-7472,김태연,볼탭,D32,개,16530,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847615,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129409,공사원가기준과,042-724-7472,김태연,볼탭,D25,개,7550,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847614,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),40141610,20129408,공사원가기준과,042-724-7472,김태연,볼탭,D20,개,5360,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R24CW21381125,2024-10-17 09:29:48,포110003,시설공통자재(기계설비),40141611,20128995,건축설비과,070-4056-7409,장준기,청동글로브밸브(나사식) (10K),"글로브밸브, Φ20mm×0.98MPa, 청동",EA,17890,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
