prceNticeNo,nticeDt,bsnsDivCd,bsnsDivNm,prdctClsfcNo,prdctIdntNo,invstDeptNm,invstDeptTelNo,invstOfclNm,prdctClsfcNoNm,krnPrdctNm,unit,prce,cntrctCorpNm,cntrctCorpTelNo,splyJrsdctRgnNm,etcCntnts,mtrlcst,lbrcst,gnrlexpns,prodctFld,vatYnNm,prceDiv,dlvryCndtnNm,distbStep,payCndtn,treekndNo,specThtLen,specWtrtbBtLen,specWtrtbLen,specBhtDmLen,specRootDmLen
R25CW24304580,2025-04-24 00:00:00,포110002,시설공통자재(건축),30131704,22073570,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 시유, 200*200*7~11mm",㎡,11000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24303337,2025-04-24 00:00:00,포110002,시설공통자재(건축),30131704,20935515,공사원가기준과,042-724-7403,오종화,도기질타일,"도기질타일, 일반색, 300*600mm",㎡,15000,,,,흑관,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306714,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,22073570,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 시유, 200*200*7~11mm",㎡,11000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24305471,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20935515,공사원가기준과,042-724-7403,오종화,도기질타일,"도기질타일, 일반색, 300*600mm",㎡,15000,,,,흑관,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24305470,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20935513,공사원가기준과,042-724-7403,오종화,도기질타일,"도기질타일, 일반색, 250*400, 300*300mm",㎡,12000,,,,흑관,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306737,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,21870414,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 300*600*20mm",㎡,45000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306736,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,21870411,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 300*300*15mm",㎡,38000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306735,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,21870407,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 200*200*15mm",㎡,31000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306734,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,21870410,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 150*150*15mm",㎡,27000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306733,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,21870409,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 100*100*15mm",㎡,20000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306732,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,21870408,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 90*190*15mm",㎡,22000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306731,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20145199,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 300*300*20mm",㎡,40000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306730,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20145198,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 200*200*20mm",㎡,34000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306729,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20730992,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 150*150*20mm",㎡,30000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306728,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20730991,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 300*300*18mm",㎡,39000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306727,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20730990,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 200*200*18mm",㎡,33000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306726,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20145197,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 150*150*18mm",㎡,29000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306725,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20145196,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 100*210*18mm",㎡,24000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306724,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20145195,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 90*190*18mm",㎡,24000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306723,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20145194,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 석재타일, 환원, 100*100*18mm",㎡,21000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306722,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20935523,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 무유연마, 300*600*8~10mm",㎡,29000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306721,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20145191,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 무유연마, 400*400*9mm",㎡,25000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306720,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20145189,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 무유연마, 300*300*9mm",㎡,25000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306719,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20145185,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 무유색소, 400*400*9mm",㎡,19000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306718,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20145183,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 무유색소, 300*300*9mm",㎡,15000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306717,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,20145181,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 무유색소, 200*200*8.3mm",㎡,14000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306716,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,22442610,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 시유, 200*400*9mm",㎡,13000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24306715,2025-10-23 00:00:00,포110002,시설공통자재(건축),30131704,22442609,공사원가기준과,042-724-7403,오종화,자기질타일,"자기질타일, 시유, 300*300*8mm",㎡,12000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854306,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,22073570,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 시유, 200*200*7~11mm",㎡,11000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25853113,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20935515,공사원가기준과,042-724-7403,김한울,도기질타일,"도기질타일, 일반색, 300*600mm",㎡,15000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25853112,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20935513,공사원가기준과,042-724-7403,김한울,도기질타일,"도기질타일, 일반색, 250*400, 300*300mm",㎡,12000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854329,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,21870414,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 300*600*20mm",㎡,45000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854328,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,21870411,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 300*300*15mm",㎡,38000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854327,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,21870407,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 200*200*15mm",㎡,31000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854326,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,21870410,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 150*150*15mm",㎡,27000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854325,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,21870409,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 100*100*15mm",㎡,20000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854324,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,21870408,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 90*190*15mm",㎡,22000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854323,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20145199,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 300*300*20mm",㎡,40000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854322,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20145198,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 200*200*20mm",㎡,34000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854321,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20730992,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 150*150*20mm",㎡,30000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854320,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20730991,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 300*300*18mm",㎡,39000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854319,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20730990,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 200*200*18mm",㎡,33000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854318,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20145197,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 150*150*18mm",㎡,29000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854317,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20145196,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 100*210*18mm",㎡,24000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854316,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20145195,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 90*190*18mm",㎡,24000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854315,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20145194,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 석재타일, 환원, 100*100*18mm",㎡,21000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854314,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20935523,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 무유연마, 300*600*8~10mm",㎡,29000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854313,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20145191,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 무유연마, 400*400*9mm",㎡,25000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854312,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20145189,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 무유연마, 300*300*9mm",㎡,25000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854311,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20145185,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 무유색소, 400*400*9mm",㎡,19000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854310,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20145183,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 무유색소, 300*300*9mm",㎡,15000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854309,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,20145181,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 무유색소, 200*200*8.3mm",㎡,14000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854308,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,22442610,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 시유, 200*400*9mm",㎡,13000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25854307,2026-04-20 00:00:00,포110002,시설공통자재(건축),30131704,22442609,공사원가기준과,042-724-7403,김한울,자기질타일,"자기질타일, 시유, 300*300*8mm",㎡,12000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860604,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226968,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 심재준불연, 190mm",㎡,61750,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860581,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226945,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 140mm",㎡,34300,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860580,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226944,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 130mm",㎡,31850,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860579,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226943,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 120mm",㎡,29400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860578,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226942,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 110mm",㎡,26950,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860577,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226941,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 100mm",㎡,24500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860576,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226940,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 90mm",㎡,22050,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860575,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226939,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 80mm",㎡,19600,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860574,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226938,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 70mm",㎡,17150,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860573,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226937,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 60mm",㎡,14700,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860572,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226936,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 50mm",㎡,12250,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860571,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226935,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 40mm",㎡,11000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860570,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226934,공사원가기준과,042-724-7403,김한울,경질우레탄폼보온판,"경질우레탄폼보드, 준불연, 30mm",㎡,8250,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860639,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26227003,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 200T",㎡,60800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860638,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26227002,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 190T",㎡,57760,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860637,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26227001,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 180T",㎡,54720,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860636,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26227000,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 170T",㎡,51680,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860635,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226999,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 160T",㎡,48640,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860634,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226998,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 150T",㎡,45600,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860633,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226997,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 140T",㎡,42560,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860632,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226996,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 130T",㎡,39000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860631,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226995,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 120T",㎡,36000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860630,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226994,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 110T",㎡,33000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860629,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226993,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 100T",㎡,30000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860628,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226992,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 90T",㎡,27000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860627,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226991,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 80T",㎡,24000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860626,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226990,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 70T",㎡,21000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860625,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226989,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 60T",㎡,18000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860624,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226988,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 50T",㎡,15000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860623,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226987,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 심재준불연, 40T",㎡,12000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860622,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226986,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 200T",㎡,52000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860621,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226985,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 190T",㎡,49400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860620,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226984,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 180T",㎡,46800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860619,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226983,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 170T",㎡,44200,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860618,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226982,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 160T",㎡,41600,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860617,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226981,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 150T",㎡,39000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860616,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226980,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 140T",㎡,36400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860615,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226979,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 130T",㎡,33800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860614,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226978,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 120T",㎡,31200,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860613,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226977,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 110T",㎡,28600,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860612,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226976,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 100T",㎡,26000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860611,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226975,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 90T",㎡,23400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860610,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226974,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 80T",㎡,20800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860609,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226973,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 70T",㎡,18200,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860608,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226972,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 60T",㎡,15600,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860607,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226971,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 50T",㎡,13000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25860606,2026-04-20 00:00:00,포110002,시설공통자재(건축),30141503,26226970,공사원가기준과,042-724-7403,김한울,페놀폼,"PF보드, 준불연, 40T",㎡,10400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
